"Licence Number","Date Licence Granted","Premises Name","Premises Address","Licence Holder","Designated Premises Supervisor","Supply of Alcohol","Late Night Refreshment","Live Music","Recorded Music","Opening Hours","Plays","Films","Indoor Sporting Events","Boxing or Wrestling Entertainment","Performance of Dance","Other Entertainment Similar to Live or Recorded Music or Dance Performance","Facilities for Making Music","Facilities for Dancing","Other Entertainment Facilities Similar to Making Music or Dancing"
"6308","08/08/2005","Asda Stores Ltd","Asda Stores, Merrielands Crescent, Dagenham, Essex, RM9 6SJ","Asda Stores","Michael Achilleos","Mon 00:00-23:59^Tue 00:00-23:59^Wed 00:00-23:59^Thu00:00-23:59^Fri 00:00-23:59^Sat 00:00-23:59^Sun 00:00-23:59","Mon 23:00-05:00^Tue 23:00-05:00^Wed 23:00-05:00^Thu23:00-05:00^Fri 23:00-05:00^Sat 23:00-05:00^Sun 23:00-05:00","","","","","","","","","","","",""
"6313","08/09/2005","Nisa Local (Broad Street)","87 Broad Street, Dagenham, Essex, RM10 9HP","Chandrakumar Elankumar","Chithrangani Elankumar","Mon 07:00-00:00^Tue 07:00-00:00^Wed 07:00-00:00^Thu07:00-00:00^Fri 07:00-00:00^Sat 07:00-00:00^Sun 07:00-00:00","Mon 23:00-00:00^Tue 23:00-00:00^Wed 23:00-00:00^Thu23:00-00:00^Fri 23:00-00:00^Sat 23:00-00:00^Sun 23:00-00:00","","","Mon 06:00-00:00^Tue 06:00-00:00^Wed 06:00-00:00^Thu06:00-00:00^Fri 06:00-00:00^Sat 06:00-00:00^Sun 06:00-00:00","","","","","","","","",""
"6316","08/09/2005","High Road Post Office","627 Rainham Road South, Dagenham, Essex, RM10 8AH","Markandu Mathiventhan","Niranjan Arumungam","Mon 08:00-23:00^Tue 08:00-23:00^Wed 08:00-23:00^Thu08:00-23:00^Fri 08:00-23:00^Sat 08:00-23:00^Sun 10:00-22:30","","","","Mon 08:00-20:00^Tue 08:00-20:00^Wed 08:00-20:00^Thu08:00-20:00^Fri 08:00-20:00^Sat 08:00-20:00^Sun 08:00-20:00","","","","","","","","",""
"6324","08/09/2005","Spotted Dog Function Hall","15A Longbridge Road, Barking, Essex, IG11 8TN","MD Sharif","MD Sharif","10:00-23:15^Fri 10:00-01:00^Sat 10:00-01:00^Sun 12:00-","Mon 23:00-23:45^Tue 23:00-23:45^Wed 23:00-23:45^Thu23:00-23:45^Fri 23:00-01:30^Sat 23:00-01:30","10:00-23:15^Fri 10:00-01:00^Sat 10:00-01:00^Sun 12:00-","10:00-23:15^Fri 10:00-01:00^Sat 10:00-01:00^Sun 12:00-","10:00-23:15^Fri 10:00-01:00^Sat 10:00-01:00^Sun 10:00-","","","","","","","10:00-23:15^Fri 10:00-01:00^Sat 10:00-01:00^Sun 12:00-","10:00-23:15^Fri 10:00-01:00^Sat 10:00-01:00^Sun 12:00-","10:00-23:15^Fri 10:00-01:00^Sat 10:00-01:00^Sun 12:00-"
"6326","08/02/2005","Chelmer Wines","161 Chelmer Crescent, Barking, Essex, IG11 0PZ","Satw inder Kaur Bhatia","Satw inder Kaur Bhatia","Mon 08:00-23:00^Tue 08:00-23:00^Wed 08:00-23:00^Thu08:00-23:00^Fri 08:00-23:00^Sat 08:00-23:00^Sun 10:00-22:30","","","","","","","","","","","","",""
"6346","05/10/2005","Ann's General Store","132 Mill Lane, Chadw ell Heath, Romford, Essex, RM6 6RS","Purvi Patel","Purvi Patel","Mon 08:00-23:00^Tue 08:00-23:00^Wed 08:00-23:00^Thu08:00-23:00^Fri 08:00-23:00^Sat 08:00-23:00^Sun 10:00-22:30","","","","Mon 08:00-23:00^Tue 08:00-23:00^Wed 08:00-23:00^Thu08:00-23:00^Fri 08:00-23:00^Sat 08:00-23:00^Sun 10:00-22:30","","","","","","","","",""
"6355","08/10/2005","Skinner Stores","286 Becontree Avenue, Dagenham, Essex, RM8 2TR","Kanapathippillai Sreeskumar","Kanapathippillai Sreeskumar","Mon 08:00-23:00^Tue 08:00-23:00^Wed 08:00-23:00^Thu08:00-23:00^Fri 08:00-23:00^Sat 08:00-23:00^Sun 08:00-23:00","","","","Mon 06:00-23:00^Tue 06:00-23:00^Wed 06:00-23:00^Thu06:00-23:00^Fri 06:00-23:00^Sat 06:00-23:00^Sun 06:00-23:00","","","","","","","","",""
"6359","08/11/2005","VJ Enterprise","71 Halbutt Street, Dagenham, Essex, RM9 5AR","Jayendra Patel","Jayendra Patel","Mon 08:00-23:00^Tue 08:00-23:00^Wed 08:00-23:00^Thu08:00-23:00^Fri 08:00-23:00^Sat 08:00-23:00^Sun 10:00-22:30","","","","Mon 07:00-19:00^Tue 07:00-19:00^Wed 07:00-19:00^Thu07:00-19:00^Fri 07:00-19:00^Sat 07:30-19:00^Sun 08:00-13:00","","","","","","","","",""
"6360","08/10/2005","WM Morrison Supermarkets Limited","402 Wood Lane, Dagenham, Essex","Wm Morrison Supermarkets Limited","Timothy Frank Drage","Mon 06:00-00:00^Tue 06:00-00:00^Wed 06:00-00:00^Thu06:00-00:00^Fri 06:00-00:00^Sat 06:00-00:00^Sun 06:00-00:00","","","","Mon 06:00-00:00^Tue 06:00-00:00^Wed 06:00-00:00^Thu06:00-00:00^Fri 06:00-00:00^Sat 06:00-00:00^Sun 06:00-00:00","","","","","","","","",""
"6376","08/11/2005","K T A Supermarket","208 Ripple Road, Barking, Essex, IG11 7PR","Daxeshkumar Patel","Daxeshkumar Patel","Mon 08:00-23:00^Tue 08:00-23:00^Wed 08:00-23:00^Thu08:00-23:00^Fri 08:00-23:00^Sat 08:00-23:00^Sun 10:00-22:30","","","","Mon 06:00-21:00^Tue 06:00-21:00^Wed 06:00-21:00^Thu06:00-21:00^Fri 06:00-21:00^Sat 06:00-21:00^Sun 07:00-20:30","","","","","","","","",""
"6397","08/12/2005","Hainault Stores","297-299 High Road, Chadw ell Heath, Romford, Essex, RM6 6AU","Nimalarajah Jeganathan","Jeyaruby Nimalarajah","08:00-23:00^Fri 08:00-23:00^Sat 08:00-23:00^Sun 10:00-","","","","Mon 06:00-19:00^Tue 06:00-19:00^Wed 06:00-19:30^Thu06:00-19:00^Sat 06:00-19:30^Sun 06:00-14:00","","","","","","","","",""
"6398","08/12/2005","Costcutters","437 Becontree Avenue, Dagenham, Essex, RM8 3UH","Ashvinkumar Patel","Ashvinkumar Patel","Mon 08:00-23:00^Tue 08:00-23:00^Wed 08:00-23:00^Thu08:00-23:00^Fri 08:00-23:00^Sat 08:00-23:00^Sun 10:00-22:30","","","","","","","","","","","","",""
"6401","14/08/2005","Ibis Hotel","Highbridge Road, Barking, Essex, IG11 7BA","Leopard Hotel 15 Limited","Ionel Constanton Voice","Mon 10:00-23:00^Tue 10:00-23:00^Wed 10:00-23:00^Thu10:00-23:00^Fri 10:00-23:00^Sat 10:00-23:00^Sun 12:00-22:30","Mon 23:00-05:00^Tue 23:00-05:00^Wed 23:00-05:00^Thu23:00-05:00^Fri 23:00-05:00^Sat 23:00-05:00^Sun 23:00-05:00","","","","","","","","","","","",""
"6403","23/08/2005","ME ‘AN’ O'BRIENS","26 Goresbrook Road, Dagenham, Essex, RM9 6UR","Ketulkumar Jitendrabhai Patel & Dimplebe Patel","Caroline Edna Pow ell","Mon 10:00-23:00^Tue 10:00-23:00^Wed 10:00-23:00^Thu10:00-23:00^Fri 10:00-23:00^Sat 10:00-23:00^Sun 12:00-22:30","","Mon 10:00-23:00^Tue 10:00-23:00^Wed 10:00-23:00^Thu10:00-23:00^Fri 10:00-23:00^Sat 10:00-23:00^Sun 12:00-22:30","Mon 10:00-23:00^Tue 10:00-23:00^Wed 10:00-23:00^Thu10:00-23:00^Fri 10:00-23:00^Sat 10:00-23:00^Sun 12:00-22:30","","","","","","","","","",""
"6405","14/08/2005","Sooa Wines","1 Rugby Road, Dagenham, Essex, RM9 4AL","Hidir Aydemir","Hidir Aydemir","Mon 08:00-23:00^Tue 08:00-23:00^Wed 08:00-23:00^Thu08:00-23:00^Fri 08:00-23:00^Sat 08:00-23:00^Sun 10:00-22:30","","","","Mon 08:00-22:00^Tue 08:00-22:00^Wed 08:00-22:00^Thu08:00-22:00^Fri 08:00-22:00^Sat 08:00-22:00^Sun 08:00-22:00","","","","","","","","",""
"6410","16/08/2005","G S Wines","436 Hedgemans Road, Dagenham, Essex, RM9 6BU","Mr Kew al Singh Kane","Mr Kew al Singh Kane","Mon 08:00-23:00^Tue 08:00-23:00^Wed 08:00-23:00^Thu08:00-23:00^Fri 08:00-23:00^Sat 08:00-23:00^Sun 10:00-22:30","","","","Mon 12:00-22:00^Tue 12:00-22:00^Wed 12:00-22:00^Thu12:00-22:00^Fri 12:00-22:00^Sat 12:00-22:00^Sun 12:00-21:00","","","","","","","","",""
"6431","17/08/2005","The Toby Carvery","Moby Dick, Whalebone Lane North, Romford, RM6 6QU","Mitchells & Butler","Rebecca Amy Bubb","Mon 09:00-00:00^Tue 09:00-00:00^Wed 09:00-00:00^Thu09:00-00:00^Fri 09:00-01:00^Sat 09:00-01:00^Sun 09:00-00:00","Mon 23:00-01:00^Tue 23:00-01:00^Wed 23:00-01:00^Thu23:00-01:00^Fri 23:00-02:00^Sat 23:00-02:00^Sun 23:00-01:00","Mon 09:00-00:00^Tue 09:00-00:00^Wed 09:00-00:00^Thu09:00-00:00^Fri 09:00-01:00^Sat 09:00-01:00^Sun 09:00-00:00","Mon 07:00-01:00^Tue 07:00-01:00^Wed 07:00-01:00^Thu07:00-01:00^Fri 07:00-02:00^Sat 07:00-02:00^Sun 07:00-01:00","Mon 07:00-01:00^Tue 07:00-01:00^Wed 07:00-01:00^Thu07:00-01:00^Fri 07:00-02:00^Sat 07:00-02:00^Sun 07:00-01:00","","","","","","Mon 09:00-00:00^Tue 09:00-00:00^Wed 09:00-00:00^Thu09:00-00:00^Fri 09:00-01:00^Sat 09:00-01:00^Sun 09:00-00:00","","",""
"6435","19/08/2005","Barking R.U.F.C.","Rugby Union Football Club, Gale Street, Dagenham, Essex, RM9 4TX","Barking Rugby and Football Club LTD","Raymond Steadman","08:00-00:00^Fri 08:00-02:00^Sat 08:00-02:00^Sun 08:00-","23:00-00:00^Fri 23:00-02:00^Sat 23:00-02:00^Sun 23:00-","Thu 08:00-00:00^Fri 08:00-02:00^Sat 08:00-02:00^Sun08:00-00:00","08:00-00:00^Fri 08:00-02:00^Sat 08:00-02:00^Sun 08:00-","08:00-00:30^Fri 08:00-02:30^Sat 08:00-02:30^Sun 08:00-","","08:00-21:00^Fri 08:00-23:00^Sat 08:00-00:00^Sun 08:00-","Mon 17:00-21:00^Tue 17:00-21:00^Wed 17:00-21:00^Thu17:00-21:00","","18:00-22:00^Fri 18:00-22:00^Sat 12:00-17:00^Sun 12:00-","","08:00-00:00^Fri 08:00-02:00^Sat 08:00-02:00^Sun 08:00-","08:00-00:00^Fri 08:00-02:00^Sat 08:00-02:00^Sun 08:00-",""
"6449","18/08/2005","Crow lands Heath Golf Club","Crow lands Golf Course, Wood Lane, Dagenham, Essex, RM8 1JX","Crow lands Heath Golf Club","Christopher Jenkins","Mon 10:00-23:00^Tue 10:00-23:00^Wed 10:00-23:00^Thu10:00-23:00^Fri 10:00-23:00^Sat 10:00-23:00^Sun 12:00-22:30","","","Mon 10:00-23:00^Tue 10:00-23:00^Wed 10:00-23:00^Thu10:00-23:00^Fri 10:00-23:00^Sat 10:00-23:00^Sun 12:00-22:30","Mon 08:00-23:00^Tue 08:00-23:00^Wed 08:00-23:00^Thu08:00-23:00^Fri 08:00-23:00^Sat 08:00-23:00^Sun 08:00-23:00","","","","","","","","",""
"6451","18/08/2005","Dickens New s","699 Green Lane, Dagenham, Essex, RM8 1UU","Mr Hasmukhbhai Patel","Mr Hasmukhbhai Patel","Mon 08:00-23:00^Tue 08:00-23:00^Wed 08:00-23:00^Thu08:00-23:00^Fri 08:00-23:00^Sat 08:00-23:00^Sun 10:00-22:30","","","","Mon 08:00-23:00^Tue 08:00-23:00^Wed 08:00-23:00^Thu08:00-23:00^Fri 08:00-23:00^Sat 08:00-23:00^Sun 10:00-22:30","","","","","","","","",""
"6455","19/08/2005","Co-op","98-100 Dagenham Road, Rush Green, Romford, Essex, RM7 0TJ","Arthur Foodstores Limited","Charlotte Savine","Mon 06:00-23:00^Tue 06:00-23:00^Wed 06:00-23:00^Thu06:00-23:00^Fri 06:00-23:00^Sat 06:00-23:00^Sun 06:00-23:00","","","","Mon 06:00-23:00^Tue 06:00-23:00^Wed 06:00-23:00^Thu06:00-23:00^Fri 06:00-23:00^Sat 06:00-23:00^Sun 06:00-23:00","","","","","","","","",""
"6457","09/08/2005","Balti Cottage","Ph, 18-20 Goresbrook Road, Dagenham, Essex, RM9 4UR","Balti Cottage","Abdul Aziz","Mon 11:00-01:30^Tue 11:00-01:30^Wed 11:00-01:30^Thu11:00-01:30^Fri 11:00-01:30^Sat 11:00-01:30^Sun 12:30-01:30","Mon 23:00-02:00^Tue 23:00-02:00^Wed 23:00-02:00^Thu23:00-02:00^Fri 23:00-02:00^Sat 23:00-02:00^Sun 23:00-02:00","","Mon 11:00-02:00^Tue 11:00-02:00^Wed 11:00-02:00^Thu11:00-02:00^Fri 11:00-02:00^Sat 11:00-02:00^Sun 12:30-02:00","Mon 11:00-02:00^Tue 11:00-02:00^Wed 11:00-02:00^Thu11:00-02:00^Fri 11:00-02:00^Sat 11:00-02:00^Sun 12:30-02:00","","","","","","","","",""
"6461","19/08/2005","Barking New s Centre","113 Ripple Road, Barking, Essex, IG11 7NY","Kantheepan Kanapathippillai","Kantheepan Kanapathippillai","Mon 08:00-23:00^Tue 08:00-23:00^Wed 08:00-23:00^Thu08:00-23:00^Fri 08:00-23:00^Sat 08:00-23:00^Sun 10:00-22:30","","","","Mon 08:00-23:00^Tue 08:00-23:00^Wed 08:00-23:00^Thu08:00-23:00^Fri 08:00-23:00^Sat 08:00-23:00^Sun 10:00-22:30","","","","","","","","",""
"6464","","Keith Davis Cue Sports Club","497-505 Gale Street, Dagenham, Essex, RM9 4TP","keith Davis Cue Sports Club","Ms Sharon Lisa Brent","","","","","","","","","","","","","",""
"6464","21/08/2005","Keith Davis Cue Sports Club","497-505 Gale Street, Dagenham, Essex, RM9 4TP","keith Davis Cue Sports Club","Ms Sharon Lisa Brent","Mon 09:00-00:00^Tue 09:00-00:00^Wed 09:00-00:00^Thu","Mon 23:00-00:00^Tue 23:00-00:00^Wed 23:00-00:00^Thu","Mon 09:00-00:00^Tue 09:00-00:00^Wed 09:00-00:00^Thu","Mon 09:00-00:00^Tue 09:00-00:00^Wed 09:00-00:00^Thu","Mon 09:00-00:30^Tue 09:00-00:30^Wed 09:00-00:30^Thu","","Mon 09:00-00:00^Tue 09:00-00:00^Wed 09:00-00:00^Thu","","","Mon 09:00-00:00^Tue 09:00-00:00^Wed 09:00-00:00^Thu","Mon 09:00-00:00^Tue 09:00-00:00^Wed 09:00-00:00^Thu","Mon 09:00-00:00^Tue 09:00-00:00^Wed 09:00-00:00^Thu","",""
"6483","21/08/2005","Mecca Bingo Ltd","Dagenham Leisure Park, Cook Road, Dagenham, RM9 6UQ","Mecca Bingo Ltd","Lynsey Jane Clark","09:00-00:00^Fri 09:00-00:00^Sat 09:00-00:00^Sun 09:00-00:00","23:00-00:00^Fri 23:00-00:00^Sat 23:00-00:00^Sun 23:00-00:00","09:00-00:00^Fri 09:00-00:00^Sat 09:00-00:00^Sun 09:00-00:00","09:00-00:00^Fri 09:00-00:00^Sat 09:00-00:00^Sun 09:00-00:00","09:00-00:30^Fri 09:00-00:30^Sat 09:00-00:30^Sun 09:00-00:30","","09:00-00:00^Fri 09:00-00:00^Sat 09:00-00:00^Sun 09:00-00:00","","","09:00-00:00^Fri 09:00-00:00^Sat 09:00-00:00^Sun 09:00-00:00","09:00-00:00^Fri 09:00-00:00^Sat 09:00-00:00^Sun 09:00-00:00","09:00-00:00^Fri 09:00-00:00^Sat 09:00-00:00^Sun 09:00-00:00","",""
"6485","20/08/2005","Lidl UK GmbH","Stag Island, Ripple Road, Barking, Essex","Lidl Great Britain Limited","Georgia Hopkins","Mon 08:00-23:00^Tue 08:00-23:00^Wed 08:00-23:00^Thu08:00-23:00^Fri 08:00-23:00^Sat 08:00-23:00^Sun 08:00-23:00","","","","Mon 07:00-23:00^Tue 07:00-23:00^Wed 07:00-23:00^Thu07:00-23:00^Fri 07:00-23:00^Sat 07:00-23:00^Sun 07:00-23:00","","","","","","","","",""
"6488","24/11/2005","My Place Shisha and Dining","31 Longbridge Road, Barking, IG11 8TN","Edmond Rizaj","Englantin Muca","Mon 10:00-00:00^Tue 10:00-00:00^Wed 10:00-00:00^Thu10:00-03:00^Fri 10:00-03:00^Sat 10:00-03:00^Sun 10:00-00:00","Mon 23:00-00:00^Tue 23:00-00:00^Wed 23:00-00:00^Thu23:00-03:00^Fri 23:00-03:00^Sat 23:00-03:00^Sun 23:00-00:00","Mon 10:00-00:00^Tue 10:00-00:00^Wed 10:00-00:00^Thu10:00-03:00^Fri 10:00-03:00^Sat 10:00-03:00^Sun 10:00-00:00","Mon 10:00-00:00^Tue 10:00-00:00^Wed 10:00-00:00^Thu10:00-03:00^Fri 10:00-03:00^Sat 10:00-03:00^Sun 10:00-00:00","Mon 10:00-00:00^Tue 10:00-00:00^Wed 10:00-00:00^Thu10:00-03:00^Fri 10:00-03:00^Sat 10:00-03:00^Sun 10:00-00:00","","","","","","","","",""
"6490","23/08/2005","Candy Stores","14-16 Whitebarn Lane, Dagenham, Essex, RM10 9LH","Vimalendran Barathithas","Vimalendran Barathithas","Mon 08:00-23:00^Tue 08:00-23:00^Wed 08:00-23:00^Thu08:00-23:00^Fri 08:00-23:00^Sat 08:00-23:00^Sun 10:00-22:30","","","","Mon 06:30-22:00^Tue 06:30-22:00^Wed 06:30-22:00^Thu06:30-22:00^Fri 06:30-22:00^Sat 06:30-22:00^Sun 06:30-22:00","","","","","","","","",""
"6492","23/08/2005","Vue","Dagenham Leisure Park, Cook Road, Dagenham, RM9 6LA","Vue Cinemas (UK) Ltd","Ashleigh Harris","Mon 09:00-02:30^Tue 09:00-02:30^Wed 09:00-02:30^Thu09:00-02:30^Fri 09:00-02:30^Sat 09:00-02:30^Sun 09:00-02:30","Mon 23:00-03:00^Tue 23:00-03:00^Wed 23:00-03:00^Thu23:00-03:00^Fri 23:00-03:00^Sat 23:00-03:00^Sun 23:00-03:00","Mon 08:00-03:00^Tue 08:00-03:00^Wed 08:00-03:00^Thu08:00-03:00^Fri 08:00-03:00^Sat 08:00-03:00^Sun 08:00-03:00","Mon 08:00-03:00^Tue 08:00-03:00^Wed 08:00-03:00^Thu08:00-03:00^Fri 08:00-03:00^Sat 08:00-03:00^Sun 08:00-03:00","","","Mon 08:00-03:00^Tue 08:00-03:00^Wed 08:00-03:00^Thu08:00-03:00^Fri 08:00-03:00^Sat 08:00-03:00^Sun 08:00-03:00","","","Mon 08:00-03:00^Tue 08:00-03:00^Wed 08:00-03:00^Thu08:00-03:00^Fri 08:00-03:00^Sat 08:00-03:00^Sun 08:00-03:00","Mon 08:00-03:00^Tue 08:00-03:00^Wed 08:00-03:00^Thu08:00-03:00^Fri 08:00-03:00^Sat 08:00-03:00^Sun 08:00-03:00","","",""
"6509","24/08/2005","Eastern Paradise","394 Ripple Road, Barking, Essex, IG11 9RS","Eastern Paradise","Molik Chodhury","Mon 10:00-00:00^Tue 10:00-00:00^Wed 10:00-00:00^Thu10:00-00:00^Fri 10:00-00:00^Sat 10:00-00:00^Sun 12:00-23:30","Mon 23:00-00:00^Tue 23:00-00:00^Wed 23:00-00:00^Thu23:00-00:00^Fri 23:00-00:00^Sat 23:00-00:00^Sun 23:00-23:30","","Mon 10:00-00:00^Tue 10:00-00:00^Wed 10:00-00:00^Thu10:00-00:00^Fri 10:00-00:00^Sat 10:00-00:00^Sun 12:00-23:30","","","","","","","","","",""
"6514","24/08/2005","Dagenham Food & Wine","114 Becontree Avenue, Dagenham, Essex, RM8 2AU","Vishal Barot","Vishal Barot","Mon 08:00-23:00^Tue 08:00-23:00^Wed 08:00-23:00^Thu08:00-23:00^Fri 08:00-23:00^Sat 08:00-23:00^Sun 10:00-22:30","","","","Mon 09:00-23:00^Tue 09:00-23:00^Wed 09:00-23:00^Thu09:00-23:00^Fri 09:00-23:00^Sat 09:00-23:00^Sun 09:00-22:30","","","","","","","","",""
"6515","26/08/2005","Lezet Kebab House","710 Green Lane, Dagenham, Essex, RM8 1YX","Lezet Kebab House Burger","","","Mon 23:00-05:00^Tue 23:00-05:00^Wed 23:00-05:00^Thu23:00-05:00^Fri 23:00-05:00^Sat 23:00-05:00^Sun 23:00-05:00","","","Mon 14:00-05:15^Tue 14:00-05:15^Wed 14:00-05:15^Thu14:00-05:15^Fri 14:00-05:15^Sat 14:00-05:15^Sun 14:00-05:15","","","","","","","","",""
"6518","25/08/2005","Barking Star","796 Ripple Road, Barking, Essex","Kennford Limited","Kamal Dharmaw ardhana","Mon 00:01-00:00^Tue 00:01-00:00^Wed 00:01-00:00^Thu00:01-00:00^Fri 00:01-00:00^Sat 00:01-00:00^Sun 00:01-00:00","","","","Mon 00:01-00:00^Tue 00:01-00:00^Wed 00:01-00:00^Thu00:01-00:00^Fri 00:01-00:00^Sat 00:01-00:00^Sun 00:01-00:00","","","","","","","","",""
"6527","25/08/2005","Essential Mini Market","2 Edgefield Court, Edgefield Avenue, Barking, IG11 9JP","Gazemaze Limited","Huseyin Bulut","Mon 08:00-23:00^Tue 08:00-23:00^Wed 08:00-23:00^Thu08:00-23:00^Fri 08:00-23:00^Sat 08:00-23:00^Sun 10:00-22:30","","","","Mon 08:00-23:00^Tue 08:00-23:00^Wed 08:00-23:00^Thu08:00-23:00^Fri 08:00-23:00^Sat 08:00-23:00^Sun 08:00-22:30","","","","","","","","",""
"6535","26/08/2005","Plummers New s","93 Movers Lane, Barking, Essex, IG11 7UQ","Bhadresh Patel","Bhadresh Patel","Mon 08:00-23:00^Tue 08:00-23:00^Wed 08:00-23:00^Thu08:00-23:00^Fri 08:00-23:00^Sat 08:00-23:00^Sun 10:00-22:30","","","","Mon 06:00-21:00^Tue 06:00-21:00^Wed 06:00-21:00^Thu06:00-21:00^Fri 06:00-21:00^Sat 06:00-21:00^Sun 06:00-18:00","","","","","","","","",""
"6536","26/08/2005","K & H Stores","77 Longbridge Road, Barking, Essex, IG11 8TG","Kanapathy Kodeesw aran","Mr Miteshkumar Patel","Mon 06:00-00:00^Tue 06:00-00:00^Wed 06:00-00:00^Thu06:00-00:00^Fri 06:00-00:00^Sat 06:00-00:00^Sun 06:00-00:00","","","","Mon 06:00-00:00^Tue 06:00-00:00^Wed 06:00-00:00^Thu06:00-00:00^Fri 06:00-00:00^Sat 06:00-00:00^Sun 06:00-00:00","","","","","","","","",""
"6555","27/08/2005","J Sainsbury's","97 - 131 High Road Chadw ell Heath Essex RM6 6PA","Sainsbury's Supermarkets Limited","Zeibam Shaffi","Mon 06:00-00:00^Tue 06:00-00:00^Wed 06:00-00:00^Thu06:00-00:00^Fri 06:00-00:00^Sat 06:00-00:00^Sun 06:00-00:00","Mon 23:00-00:00^Tue 23:00-00:00^Wed 23:00-00:00^Thu23:00-00:00^Fri 23:00-00:00^Sat 23:00-00:00^Sun 23:00-00:00","","","Mon 06:00-00:00^Tue 06:00-00:00^Wed 06:00-00:00^Thu06:00-00:00^Fri 06:00-00:00^Sat 06:00-00:00^Sun 06:00-00:00","","","","","","","","",""
"6564","09/09/2005","Dagenham Bow ling","Dagenham Leisure Park, Cook Road, Dagenham, RM9 6LA","The Original Bow ling Company","Antony Robinson","Mon 11:00-01:00^Tue 11:00-01:00^Wed 11:00-01:00^Thu11:00-01:00^Fri 11:00-01:00^Sat 11:00-01:00^Sun 11:00-23:00","Mon 23:00-01:00^Tue 23:00-01:00^Wed 23:00-01:00^Thu23:00-01:00^Fri 23:00-01:30^Sat 23:00-01:30^Sun 23:00-00:00","Mon 09:00-01:00^Tue 09:00-01:00^Wed 09:00-01:00^Thu09:00-01:00^Fri 09:00-01:30^Sat 09:00-01:30^Sun 09:00-00:00","Mon 09:00-01:00^Tue 09:00-01:00^Wed 09:00-01:00^Thu09:00-01:00^Fri 09:00-01:30^Sat 09:00-01:30^Sun 09:00-00:00","Mon 09:00-01:30^Tue 09:00-01:30^Wed 09:00-01:30^Thu09:00-01:30^Fri 09:00-02:00^Sat 09:00-02:00^Sun 09:00-00:00","","","Mon 09:00-01:00^Tue 09:00-01:00^Wed 09:00-01:00^Thu09:00-01:00^Fri 09:00-01:30^Sat 09:00-01:30^Sun 09:00-00:00","","Mon 09:00-01:00^Tue 09:00-01:00^Wed 09:00-01:00^Thu09:00-01:00^Fri 09:00-01:30^Sat 09:00-01:30^Sun 09:00-00:00","","Mon 09:00-01:00^Tue 09:00-01:00^Wed 09:00-01:00^Thu09:00-01:00^Fri 09:00-01:30^Sat 09:00-01:30^Sun 09:00-00:00","Mon 09:00-01:00^Tue 09:00-01:00^Wed 09:00-01:00^Thu09:00-01:00^Fri 09:00-01:30^Sat 09:00-01:30^Sun 09:00-00:00",""
"6568","21/09/2005","The Admiral Vernon","The Admiral Vernon Ph, 141 Broad Street, Dagenham, Essex, RM10 9HP","Catherine Elder","Catherine Elder","Mon 10:00-23:00^Tue 10:00-23:00^Wed 10:00-23:00^Thu10:00-23:00^Fri 10:00-00:00^Sat 10:00-00:00^Sun 12:00-23:00","Fri 23:00-00:00^Sat 23:00-00:00","Mon 10:00-23:00^Tue 10:00-23:00^Wed 10:00-23:00^Thu10:00-23:00^Fri 10:00-00:00^Sat 10:00-00:00^Sun 12:00-23:00","Mon 10:00-23:00^Tue 10:00-23:00^Wed 10:00-23:00^Thu10:00-23:00^Fri 10:00-00:00^Sat 10:00-00:00^Sun 12:00-23:00","Mon 10:00-23:30^Tue 10:00-23:30^Wed 10:00-23:30^Thu10:00-23:30^Fri 10:00-00:30^Sat 10:00-00:30^Sun 12:00-23:30","","","","","","","Mon 10:00-23:00^Tue 10:00-23:00^Wed 10:00-23:00^Thu10:00-23:00^Fri 10:00-00:00^Sat 10:00-00:00^Sun 12:00-23:00","Mon 10:00-23:00^Tue 10:00-23:00^Wed 10:00-23:00^Thu10:00-23:00^Fri 10:00-00:00^Sat 10:00-00:00^Sun 12:00-23:00",""
