"Licence Number","Date Licence Granted","Premises Name","Premises Address","Licence Holder","Designated Premises Supervisor","Supply of Alcohol","Late Night Refreshment","Live Music","Recorded Music","Opening Hours","Plays","Films","Indoor Sporting Events","Boxing or Wrestling Entertainment","Performance of Dance","Other Entertainment Similar to Live or Recorded Music or Dance Performance","Facilities for Making Music","Facilities for Dancing","Other Entertainment Facilities Similar to Making Music or Dancing"
"16773","02/12/2010","Kambilt","459 Becontree Avenue, Dagenham, Essex, RM8 3UL Naliniben Patel","","Naliniben Patel","Mon 06:00-23:00^Tue 06:00-23:00^Wed 06:00-23:00^Thu06:00-23:00^Fri 06:00-23:00^Sat 06:00-23:00^Sun 06:00-23:00","","","","Mon 05:30-23:00^Tue 05:30-23:00^Wed 05:30-23:00^Thu05:30-23:00^Fri 05:30-23:00^Sat 05:30-23:00^Sun 05:30-23:00","","","","","","","","",""
"16974","24/02/2010","New s Plus","786 Green Lane, Dagenham, Essex, RM8 1YT","","Harmeet Singh Sidana","Mon 08:00-23:00^Tue 08:00-23:00^Wed 08:00-23:00^Thu08:00-23:00^Fri 08:00-23:00^Sat 08:00-23:00^Sun 08:00-23:00","","","","Mon 06:00-23:00^Tue 06:00-23:00^Wed 06:00-23:00^Thu06:00-23:00^Fri 06:00-23:00^Sat 06:00-23:00^Sun 06:00-23:00","","","","","","","","",""
"17287","03/12/2010","Lidl","258 - 262 Heathw ay Dagenham RM10 9NT Lidl Great Britain Limited","","Norris Lloyd Georges","Mon 07:00-23:00^Tue 07:00-23:00^Wed 07:00-23:00^Thu07:00-23:00^Fri 07:00-23:00^Sat 07:00-23:00^Sun 09:00-18:00","","","","Mon 07:00-23:00^Tue 07:00-23:00^Wed 07:00-23:00^Thu07:00-23:00^Fri 07:00-23:00^Sat 07:00-23:00^Sun 09:00-18:00","","","","","","","","",""
"18629","07/06/2010","Lidl","807-829 Longbridge Road, Barking, RM8 2DB Lidl Great Britain Limited","","Ayrton Danilo Pataca De Sousa Gomes","Mon 07:00-23:00^Tue 07:00-23:00^Wed 07:00-23:00^Thu07:00-23:00^Fri 07:00-23:00^Sat 07:00-23:00^Sun 09:00-18:00","","","","Mon 07:00-23:00^Tue 07:00-23:00^Wed 07:00-23:00^Thu07:00-23:00^Fri 07:00-23:00^Sat 07:00-23:00^Sun 09:00-18:00","","","","","","","","",""
"18668","24/08/2010","So Convenient","8 Great Cullings, Rush Green, Romford, Essex, RM7 0YL Kunaseelan Verasingam","","Kunaseelan Verasingam","Mon 08:00-22:00^Tue 08:00-22:00^Wed 08:00-22:00^Thu08:00-22:00^Fri 08:00-22:00^Sat 08:00-22:00^Sun 08:00-18:00","","","","Mon 08:00-22:00^Tue 08:00-22:00^Wed 08:00-22:00^Thu08:00-22:00^Fri 08:00-22:00^Sat 08:00-22:00^Sun 08:00-18:00","","","","","","","","",""
"18881","09/07/2010","KZ African Food and Drink Mart","726 Green Lane, Dagenham, Essex, RM8 1YX Eunice Imonimaro-Daniels","","Eunice Imonimaro-Daniels","Mon 09:00-22:15^Tue 09:00-22:15^Wed 09:00-22:15^Thu09:00-22:15^Fri 09:00-22:15^Sat 09:00-22:15^Sun 11:00-21:15","","","","Mon 09:00-22:15^Tue 09:00-22:15^Wed 09:00-22:15^Thu09:00-22:15^Fri 09:00-22:15^Sat 09:00-22:15^Sun 11:00-21:15","","","","","","","","",""
"18997","09/03/2010","Ilford Food Centre","Ilford Food Centre, 667-671 Green Lane, Dagenham, RM8 1UU Mohammed Elias Ebrahim","","Mohammed Elias Ebrahim","Mon 07:00-23:00^Tue 07:00-23:00^Wed 07:00-23:00^Thu07:00-23:00^Fri 07:00-23:00^Sat 07:00-23:00^Sun 07:00-23:00","","","","Mon 07:00-23:00^Tue 07:00-23:00^Wed 07:00-23:00^Thu07:00-23:00^Fri 07:00-23:00^Sat 07:00-23:00^Sun 07:00-23:00","","","","","","","","",""
"19190","11/02/2010","International Food Market","763 Becontree Avenue, Dagenham, Essex, RM8 3HH Mr Moeen Anw ar","","Mr Moeen Anw ar","Mon 10:00-23:00^Tue 10:00-23:00^Wed 10:00-23:00^Thu10:00-23:00^Fri 10:00-23:00^Sat 10:00-23:00^Sun 10:00-23:00","","","","Mon 10:00-23:00^Tue 10:00-23:00^Wed 10:00-23:00^Thu10:00-23:00^Fri 10:00-23:00^Sat 10:00-23:00^Sun 10:00-23:00","","","","","","","","",""
"19666","16/03/2011","Express Mini Market","514 Ripple Road, Barking, IG11 9PG Gnanakumaran Sithamparapillai","","Gnanakumaran Sithamparapillai","Mon 00:00-00:01^Tue 00:00-00:01^Wed 00:00-00:01^Thu00:00-00:01^Fri 00:00-00:01^Sat 00:00-00:01^Sun 00:00-00:01","","","","Mon 00:00-00:01^Tue 00:00-00:01^Wed 00:00-00:01^Thu00:00-00:01^Fri 00:00-00:01^Sat 00:00-00:01^Sun 00:00-00:01","","","","","","","","",""
"19712","04/12/2011","Gerule Limited","123 Broad Street, Dagenham, Essex, RM10 9HP Gerule Limited","","Ineka Gerule","Mon 09:30-22:00^Tue 09:30-22:00^Wed 09:30-22:00^Thu09:30-22:00^Fri 09:30-22:00^Sat 09:30-22:00^Sun 09:30-22:00","","","","Mon 09:30-23:00^Tue 09:30-23:00^Wed 09:30-23:00^Thu09:30-23:00^Fri 09:30-23:00^Sat 09:30-23:00^Sun 09:30-23:00","","","","","","","","",""
"19756","21/04/2011","Fresh London Limited","133 Broad Street, Dagenham, Essex, RM10 9HP Ramakrishna Palani","","Ramakrishna Palani","Mon 10:30-23:00^Tue 10:30-23:00^Wed 10:30-23:00^Thu10:30-23:00^Fri 10:30-23:00^Sat 10:30-23:00^Sun 10:30-23:00","","","","Mon 07:00-23:00^Tue 07:00-23:00^Wed 07:00-23:00^Thu07:00-23:00^Fri 07:00-23:00^Sat 08:00-23:00^Sun 09:00-23:00","","","","","","","","",""
"19888","30/06/2011","New s & Food","122 Church Elm Lane, Dagenham, Essex, RM10 9RL Mr Chandrakumar Elankumar","","Mrs Chithrangani Elankumar","Mon 05:00-23:00^Tue 05:00-23:00^Wed 05:00-23:00^Thu05:00-23:00^Fri 05:00-23:00^Sat 05:00-23:00^Sun 05:00-23:00","","","","Mon 05:00-23:00^Tue 05:00-23:00^Wed 05:00-23:00^Thu05:00-23:00^Fri 05:00-23:00^Sat 05:00-23:00^Sun 05:00-23:00","","","","","","","","",""
"19958","08/09/2011","Domino's Pizza","301 Heathw ay, Dagenham, Essex, RM9 5AQ H and R Sandhu Limited","","","","Mon 23:00-00:00^Tue 23:00-00:00^Wed 23:00-00:00^Thu23:00-00:00^Fri 23:00-00:00^Sat 23:00-00:00^Sun 23:00-00:00","","","Mon 11:00-00:00^Tue 11:00-00:00^Wed 11:00-00:00^Thu11:00-00:00^Fri 11:00-00:00^Sat 11:00-00:00^Sun 11:00-00:00","","","","","","","","",""
"19977","22/08/2011","212 Lounge","212 High Road, Chadw ell Heath, Romford, Essex, RM6 6LS Mrs Sumithra Chandran","","Mrs Sumithra Chandran","Mon 12:00-00:00^Tue 12:00-00:00^Wed 12:00-00:00^Thu12:00-00:00^Fri 12:00-01:00^Sat 12:00-01:00^Sun 12:00-00:00","Mon 23:00-00:00^Tue 23:00-00:00^Wed 23:00-00:00^Thu23:00-00:00^Fri 23:00-01:00^Sat 23:00-01:00^Sun 23:00-00:00","","Mon 12:00-23:00^Tue 12:00-23:00^Wed 12:00-23:00^Thu12:00-23:00^Fri 12:00-00:00^Sat 12:00-00:00^Sun 12:00-23:00","Mon 12:00-00:00^Tue 12:00-00:00^Wed 12:00-00:00^Thu12:00-00:00^Fri 12:00-01:00^Sat 12:00-01:00^Sun 12:00-00:00","","","","","","","","",""
"19986","31/08/2011","Kebabish Green Lane Ltd","23 Row allen Parade, Green Lane, Dagenham, Essex, RM8 1XU Kebabish Green Lane Ltd","","","","Mon 23:00-02:00^Tue 23:00-02:00^Wed 23:00-02:00^Thu23:00-02:00^Fri 23:00-02:00^Sat 23:00-02:00^Sun 23:00-02:00","","","Mon 06:00-02:00^Tue 06:00-02:00^Wed 06:00-02:00^Thu06:00-02:00^Fri 06:00-02:00^Sat 06:00-02:00^Sun 06:00-02:00","","","","","","","","",""
"20029","29/09/2011","Brew ers Fayre & Premier Inn","Chequers Lane, Dagenham, Essex, RM9 6YS Whitbread group PLC","","Miss Rachel Ann Rose Bull","Mon 10:00-00:30^Tue 10:00-00:30^Wed 10:00-00:30^Thu10:00-00:30^Fri 10:00-00:30^Sat 10:00-00:30^Sun 10:00-00:30","Mon 23:00-00:30^Tue 23:00-00:30^Wed 23:00-00:30^Thu23:00-00:30^Fri 23:00-00:30^Sat 23:00-00:30^Sun 23:00-00:30","Mon 10:00-00:30^Tue 10:00-00:30^Wed 10:00-00:30^Thu10:00-00:30^Fri 10:00-00:30^Sat 10:00-00:30^Sun 10:00-00:30","Mon 10:00-00:30^Tue 10:00-00:30^Wed 10:00-00:30^Thu10:00-00:30^Fri 10:00-00:30^Sat 10:00-00:30^Sun 10:00-00:30","Mon 06:00-01:00^Tue 06:00-01:00^Wed 06:00-01:00^Thu06:00-01:00^Fri 06:00-01:00^Sat 06:00-01:00^Sun 06:00-01:00","","Mon 10:00-00:30^Tue 10:00-00:30^Wed 10:00-00:30^Thu10:00-00:30^Fri 10:00-00:30^Sat 10:00-00:30^Sun 10:00-00:30","Mon 10:00-00:30^Tue 10:00-00:30^Wed 10:00-00:30^Thu10:00-00:30^Fri 10:00-00:30^Sat 10:00-00:30^Sun 10:00-00:30","","Mon 10:00-00:30^Tue 10:00-00:30^Wed 10:00-00:30^Thu10:00-00:30^Fri 10:00-00:30^Sat 10:00-00:30^Sun 10:00-00:30","","Mon 10:00-00:30^Tue 10:00-00:30^Wed 10:00-00:30^Thu10:00-00:30^Fri 10:00-00:30^Sat 10:00-00:30^Sun 10:00-00:30","Mon 10:00-00:30^Tue 10:00-00:30^Wed 10:00-00:30^Thu10:00-00:30^Fri 10:00-00:30^Sat 10:00-00:30^Sun 10:00-00:30",""
"20125","11/05/2011","Tesco Stores Ltd","17 Row allen Parade, Green Lane, Dagenham, Essex, RM8 1XU Tesco Stores","","Santosh Gurung","Mon 06:00-23:00^Tue 06:00-23:00^Wed 06:00-23:00^Thu06:00-23:00^Fri 06:00-23:00^Sat 06:00-23:00^Sun 06:00-23:00","","","","Mon 06:00-23:00^Tue 06:00-23:00^Wed 06:00-23:00^Thu06:00-23:00^Fri 06:00-23:00^Sat 06:00-23:00^Sun 06:00-23:00","","","","","","","","",""
"20277","20/12/2011","Barking and Dagenham College","Dagenham Road, Rush Green, Romford, Essex, RM7 0XU Emma Keegan","","Emma Keegan","Mon 12:00-01:00^Tue 12:00-01:00^Wed 12:00-01:00^Thu12:00-01:00^Fri 12:00-01:00^Sat 12:00-01:00^Sun 12:00-01:00","Mon 23:00-01:00^Tue 23:00-01:00^Wed 23:00-01:00^Thu23:00-01:00^Fri 23:00-01:00^Sat 23:00-01:00^Sun 23:00-01:00","Mon 12:00-00:00^Tue 12:00-00:00^Wed 12:00-00:00^Thu12:00-00:00^Fri 12:00-00:00^Sat 12:00-00:00^Sun 12:00-00:00","Mon 12:00-00:00^Tue 12:00-00:00^Wed 12:00-00:00^Thu12:00-00:00^Fri 12:00-00:00^Sat 12:00-00:00^Sun 12:00-00:00","Mon 12:00-01:00^Tue 12:00-01:00^Wed 12:00-01:00^Thu12:00-01:00^Fri 12:00-01:00^Sat 12:00-01:00^Sun 12:00-01:00","","","","","Mon 12:00-00:30^Tue 12:00-00:30^Wed 12:00-00:30^Thu12:00-00:30^Fri 12:00-00:30^Sat 12:00-00:30^Sun 12:00-00:30","Mon 12:00-01:00^Tue 12:00-01:00^Wed 12:00-01:00^Thu12:00-01:00^Fri 12:00-01:00^Sat 12:00-01:00^Sun 12:00-01:00","Mon 12:00-01:00^Tue 12:00-01:00^Wed 12:00-01:00^Thu12:00-01:00^Fri 12:00-01:00^Sat 12:00-01:00^Sun 12:00-01:00","Mon 12:00-01:00^Tue 12:00-01:00^Wed 12:00-01:00^Thu12:00-01:00^Fri 12:00-01:00^Sat 12:00-01:00^Sun 12:00-01:00",""
"20322","13/06/2012","Bela Lisboa","398 Ripple Road, Barking, Essex, IG11 9RS Mr Elias Dos Santos Cunha Lisboa","","Kinilza Lomba DA GrACA","Mon 08:00-23:00^Tue 08:00-23:00^Wed 08:00-23:00^Thu08:00-23:00^Fri 08:00-00:00^Sat 08:00-00:00^Sun 08:00-23:00","Mon 23:00-23:30^Tue 23:00-23:30^Wed 23:00-23:30^Thu23:00-23:30^Fri 23:00-00:30^Sat 23:00-00:30^Sun 23:00-23:30","","","Mon 08:00-23:30^Tue 08:00-23:30^Wed 08:00-23:30^Thu08:00-23:30^Fri 08:00-00:30^Sat 08:00-00:30^Sun 08:00-23:30","","","","","","","","",""
"20375","01/03/2012","Mace","2 Beadles Parade, Rainham Road South, Dagenham, RM10 8YL Srikanth Reddy Kandimalla","","Srikanth Reddy Kandimalla","Mon 06:00-00:00^Tue 06:00-00:00^Wed 06:00-00:00^Thu06:00-00:00^Fri 06:00-00:00^Sat 06:00-00:00^Sun 08:00-18:00","","","","","","","","","","","","",""
"20376","17/02/2012","Liquid Express","3 Goresbrook Road, Dagenham, Essex, RM9 6UX Liquid Express London LTD","","Majid Hussain","Mon 07:00-23:00^Tue 07:00-23:00^Wed 07:00-23:00^Thu07:00-23:00^Fri 07:00-23:00^Sat 07:00-23:00^Sun 07:00-22:30","","","","Mon 05:00-23:00^Tue 05:00-23:00^Wed 05:00-23:00^Thu05:00-23:00^Fri 05:00-23:00^Sat 05:00-23:00^Sun 05:00-22:30","","","","","","","","",""
"20412","14/01/2012","Nisa","17/19 Goresbrook Road, Dagenham, Essex, RM9 6UX Perinpanayagam Ahilan","","Perinpanayagam Ahilan","Mon 05:00-22:00^Tue 05:00-22:00^Wed 05:00-22:00^Thu05:00-22:00^Fri 05:00-22:00^Sat 05:00-22:00^Sun 05:00-22:00","","","","","","","","","","","","",""
"20587","03/05/2012","Smart Express","74 Wood Lane, Dagenham, Essex, RM8 2NT Shaileshkumar Gajjar","","Shaileshkumar Gajjar","Mon 08:00-21:30^Tue 08:00-21:30^Wed 08:00-21:30^Thu08:00-21:30^Fri 08:00-21:30^Sat 08:00-21:30^Sun 08:00-21:30","","","","","","","","","","","","",""
"20790","04/06/2012","Safew ay Convenience Store","273-275 Wood Lane, Dagenham, Essex, RM8 3NH Kandasamy Thillainadarasa","","Kandasamy Thillainadarasa","Mon 06:00-23:00^Tue 06:00-23:00^Wed 06:00-23:00^Thu06:00-23:00^Fri 06:00-23:00^Sat 06:00-23:00^Sun 06:00-23:00","","","","","","","","","","","","",""
"20873","25/10/2012","Santa Brava LTD","678 Rainham Road South, Dagenham, Essex, RM10 8YS Jose Goncalves","","Jose Goncalves","Mon 09:00-20:00^Tue 09:00-20:00^Wed 09:00-20:00^Thu09:00-20:00^Fri 09:00-20:00^Sat 09:00-20:00^Sun 10:00-17:00","","","","","","","","","","","","",""
"20915","06/01/2012","Pizza Go Go","79 Longbridge Road, Barking, Essex, IG11 8TG Zeeshan Safvi","","","","Mon 23:00-00:00^Tue 23:00-00:00^Wed 23:00-00:00^Thu23:00-02:00^Fri 23:00-02:00^Sat 23:00-02:00^Sun 23:00-02:00","","","Mon 11:00-00:00^Tue 11:00-00:00^Wed 11:00-00:00^Thu11:00-02:00^Fri 11:00-02:00^Sat 11:00-02:00^Sun 11:00-02:00","","","","","","","","",""
"20937","30/05/2012","Tesco Stores Ltd","201 Oxlow  Lane, Dagenham, Essex, RM10 7YA Tesco Store Limited","","Fahad Siddique Khan","Mon 06:00-23:00^Tue 06:00-23:00^Wed 06:00-23:00^Thu06:00-23:00^Fri 06:00-23:00^Sat 06:00-23:00^Sun 06:00-23:00","","","","","","","","","","","","",""
"20996","14/06/2012","Way-2-Save","147 Ripple Road, Barking, Essex, IG11 7PW Mr Murat Alma","","Mr Can Alma","Mon 09:00-01:00^Tue 09:00-01:00^Wed 09:00-01:00^Thu09:00-01:00^Fri 09:00-01:00^Sat 09:00-01:00^Sun 09:00-01:00","","","","Mon 07:00-02:00^Tue 07:00-02:00^Wed 07:00-02:00^Thu07:00-02:00^Fri 07:00-02:00^Sat 07:00-02:00^Sun 07:00-02:00","","","","","","","","",""
"21088","14/06/2012","Tesco Stores Ltd","Shafter Road, Dagenham, Essex, RM10 8AJ Tesco Stores","","Kelly Lynette Grant","Mon 06:00-23:00^Tue 06:00-23:00^Wed 06:00-23:00^Thu06:00-23:00^Fri 06:00-23:00^Sat 06:00-23:00^Sun 06:00-23:00","","","","","","","","","","","","",""
"21119","14/06/2012","Restaurant Wholesale","Ibco Building, London Works, Ripple Road, Barking, Essex, IG11 0SY Restaurant Wholesale","","Joseph Booker","Mon 09:00-19:00^Tue 09:00-19:00^Wed 09:00-19:00^Thu09:00-19:00^Fri 09:00-19:00^Sat 09:00-17:00^Sun 10:00-17:00","","","","","","","","","","","","",""
"21254","20/07/2012","Keyshop New s & Food","1 Royal Parade, Church Street, Dagenham, Essex, RM10 9XB Mr Kalpeshkumar Patel","","Kalpeshkumar Patel","Mon 06:00-21:00^Tue 06:00-21:00^Wed 06:00-21:00^Thu06:00-21:00^Fri 06:00-21:00^Sat 06:00-21:00^Sun 06:00-21:00","","","","","","","","","","","","",""
"21271","13/07/2012","Nagina Grill and Restaurant","93 Longbridge Road, Barking Essex, IG11 8TG Azzam Khan","","","","Mon 23:00-01:00^Tue 23:00-01:00^Wed 23:00-01:00^Thu23:00-01:00^Fri 23:00-02:00^Sat 23:00-02:00^Sun 23:00-02:00","","","","","","","","","","","",""
"21276","15/07/2012","A & K Food and Wine","1146 Green Lane, Dagenham Essex, RM8 1BP A & K Food and Wine Limited","","Ankaran Jeyasingam","Mon 07:00-23:00^Tue 07:00-23:00^Wed 07:00-23:00^Thu07:00-23:00^Fri 07:00-23:00^Sat 07:00-23:00^Sun 07:00-23:00","","","","","","","","","","","","",""
"21398","24/07/2012","Porters Convenience Store","449 Porters Avenue, Dagenham Essex, RM9 4ND Sivagurunathan Vijaykumar","","Sivanadiyar Arulthasan","Mon 08:00-23:00^Tue 08:00-23:00^Wed 08:00-23:00^Thu08:00-23:00^Fri 08:00-00:00^Sat 08:00-00:00","","","","","","","","","","","","",""
"21424","08/02/2012","Barking Express","21 Longbridge Road, Barking, Essex, IG11 8TN Nabaz Jamal Omar","","Nabaz Jamal Omar","Mon 06:00-23:00^Tue 06:00-23:00^Wed 06:00-23:00^Thu06:00-23:00^Fri 06:00-23:00^Sat 06:00-23:00^Sun 07:00-21:00","","","","","","","","","","","","",""
"21441","08/08/2012","New smaster UK Ltd","461 Porters Avenue, Dagenham, Essex New smaster UK Ltd","","Mr Ramesh Patel","Mon 07:00-23:00^Tue 07:00-23:00^Wed 07:00-23:00^Thu07:00-23:00^Fri 07:00-23:00^Sat 07:00-23:00^Sun 07:00-22:30","","","","","","","","","","","","",""
"21512","12/01/2012","Bob Food & Wine Ltd","282-284 Lodge Avenue, Dagenham, RM8 2HF Bob Food and Wine","","Rajini Chelvamoorthy","Mon 07:00-00:00^Tue 07:00-00:00^Wed 07:00-00:00^Thu07:00-00:00^Fri 07:00-00:00^Sat 07:00-00:00^Sun 07:00-00:00","","","","","","","","","","","","",""
"21587","02/01/2013","Tre Luanet","236-238 High Road, Chadw ell Heath, RM6 6AP Alban Hoda","","Luljeta Begu","Mon 10:30-02:30^Tue 10:30-02:30^Wed 10:30-02:30^Thu10:30-02:30^Fri 10:30-03:00^Sat 10:30-03:00^Sun 10:30-02:30","Mon 23:00-03:00^Tue 23:00-03:00^Wed 23:00-03:00^Thu23:00-03:00^Fri 23:00-03:00^Sat 23:00-03:00^Sun 23:00-03:00","Mon 10:30-03:00^Tue 10:30-03:00^Wed 10:30-03:00^Thu10:30-03:00^Fri 10:30-03:00^Sat 10:30-03:00^Sun 10:30-03:00","Mon 10:30-03:00^Tue 10:30-03:00^Wed 10:30-03:00^Thu10:30-03:00^Fri 10:30-03:00^Sat 10:30-03:00^Sun 10:30-03:00","Mon 10:30-03:30^Tue 10:30-03:30^Wed 10:30-03:30^Thu10:30-03:30^Fri 10:30-03:30^Sat 10:30-03:30^Sun 10:30-03:30","","","Mon 10:30-03:00^Tue 10:30-03:00^Wed 10:30-03:00^Thu10:30-03:00^Fri 10:30-03:00^Sat 10:30-03:00^Sun 10:30-03:00","","Mon 10:30-03:00^Tue 10:30-03:00^Wed 10:30-03:00^Thu10:30-03:00^Fri 10:30-03:00^Sat 10:30-03:00^Sun 10:30-03:00","","","Fri 19:00-01:00^Sat 19:00-01:00",""
"21593","16/10/2012","Jovik Limited","32 Longbridge Road, Barking, Essex, IG11 8RY Ramune Baranauskaite","","Ms Ramune Baranauskaite","Mon 09:00-23:00^Tue 09:00-23:00^Wed 09:00-23:00^Thu09:00-23:00^Fri 09:00-23:00^Sat 09:00-23:00^Sun 10:00-23:00","","","","","","","","","","","","",""
"21694","21/12/2012","De Lounge","2 Linton Road, Barking, Essex, IG11 8HG O & G Empire Ltd","","Elma Zimele","Mon 10:00-02:30^Tue 10:00-02:30^Wed 10:00-02:30^Thu10:00-02:30^Fri 10:00-04:00^Sat 10:00-04:00^Sun 10:00-04:00","Mon 23:00-02:30^Tue 23:00-02:30^Wed 23:00-02:30^Thu23:00-02:30^Fri 23:00-04:00^Sat 23:00-04:00^Sun 23:00-04:00","Mon 10:00-02:30^Tue 10:00-02:30^Wed 10:00-02:30^Thu10:00-02:30^Fri 10:00-04:00^Sat 10:00-04:00^Sun 10:00-04:00","Mon 10:00-02:30^Tue 10:00-02:30^Wed 10:00-02:30^Thu10:00-02:30^Fri 10:00-04:00^Sat 10:00-04:00^Sun 10:00-04:00","","","Mon 10:00-02:30^Tue 10:00-02:30^Wed 10:00-02:30^Thu10:00-02:30^Fri 10:00-04:00^Sat 10:00-04:00^Sun 10:00-04:00","Mon 10:00-02:30^Tue 10:00-02:30^Wed 10:00-02:30^Thu10:00-02:30^Fri 10:00-04:00^Sat 10:00-04:00^Sun 10:00-04:00","","Mon 10:00-02:30^Tue 10:00-02:30^Wed 10:00-02:30^Thu10:00-02:30^Fri 10:00-04:00^Sat 10:00-04:00^Sun 10:00-04:00","","Mon 10:00-02:30^Tue 10:00-02:30^Wed 10:00-02:30^Thu10:00-02:30^Fri 10:00-04:00^Sat 10:00-04:00^Sun 10:00-04:00","Mon 10:00-02:30^Tue 10:00-02:30^Wed 10:00-02:30^Thu10:00-02:30^Fri 10:00-04:00^Sat 10:00-04:00^Sun 10:00-04:00","Mon 10:00-02:30^Tue 10:00-02:30^Wed 10:00-02:30^Thu10:00-02:30^Fri 10:00-04:00^Sat 10:00-04:00^Sun 10:00-04:00"
"21741","14/01/2013","Aguona","87 High Road, Chadw ell Heath, RM6 6PB Abigail Rose Mitchell","","Abigail Rose Mitchell","Mon 10:00-21:00^Tue 10:00-21:00^Wed 10:00-21:00^Thu10:00-21:00^Fri 10:00-22:00^Sat 10:00-22:00^Sun 10:00-22:00","","","","","","","","","","","","",""
"21809","22/01/2013","McDonald's Restaurants Ltd","41 East Street, Barking, Essex, IG11 8ER JPB Restaurants Limited","","","","Mon 23:00-05:00^Tue 23:00-05:00^Wed 23:00-05:00^Thu23:00-05:00^Fri 23:00-05:00^Sat 23:00-05:00^Sun 23:00-05:00","","Mon 10:00-20:00^Tue 10:00-20:00^Wed 10:00-20:00^Thu10:00-20:00^Fri 10:00-20:00^Sat 10:00-20:00^Sun 10:00-20:00","","","","","","","","","",""
"21812","02/06/2013","Cristinas Steakhouse","8-10 North Street, Barking, Essex, IG11 8AW Maylor Limited","","Ms. Elena Cristina Bumbuc","Mon 12:00-23:00^Tue 12:00-23:00^Wed 12:00-23:00^Thu12:00-23:00^Fri 12:00-00:00^Sat 12:00-00:00^Sun 12:00-23:00","Fri 23:00-00:00^Sat 23:00-00:00","Fri 17:00-00:00^Sat 17:00-00:00","Mon 07:00-23:00^Tue 07:00-23:00^Wed 07:00-23:00^Thu07:00-23:00^Fri 07:00-00:00^Sat 07:00-00:00^Sun 07:00-23:00","","","","","","Fri 17:00-00:00^Sat 17:00-00:00","","","",""
"21882","22/03/2013","B&M Retail Ltd","B&M Stores Ltd, Eldonw all Trading Estate, Whalebone Lane South, Dagenham, RBM&M8  1SAtoTres LTD","","Jeno deAlmeida","Mon 08:00-19:30^Tue 08:00-19:30^Wed 08:00-19:30^Thu","","","","","","","","","","","","",""
"21982","15/06/2013","Savers","32 Heathw ay Shopping Centre, Dagenham, Essex Savers Health & Beauty LTD","","Stephen Anthony Barrett","08:00-19:30^Fri 08:00-19:30^Sat 08:00-19:30^Sun 10:00-18:00","","","","","","","","","","","","",""
"22120","15/06/2013","Savew ise Convenience Store","30 Whalebone Lane South, Dagenham, RM8 1BB Ratnasingham Thanaraju","","Ratnasingham Thanaraju","Mon 06:00-00:00^Tue 06:00-00:00^Wed 06:00-00:00^Thu06:00-00:00^Fri 06:00-00:00^Sat 06:00-00:00^Sun 06:00-00:00","","","","Mon 06:00-00:00^Tue 06:00-00:00^Wed 06:00-00:00^Thu06:00-00:00^Fri 06:00-00:00^Sat 06:00-00:00^Sun 06:00-00:00","","","","","","","","",""
"22238","23/07/2013","Vida & Sons Limited","2-6 Goresbrook Road, Dagenham, Essex, RM9 6UR Vida & Sons Limited","","Alan Malik","Mon 09:00-22:00^Tue 09:00-22:00^Wed 09:00-22:00^Thu09:00-22:00^Fri 09:00-22:00^Sat 09:00-22:00^Sun 09:00-22:00","","","","","","","","","","","","",""
"22273","29/03/2013","Asda Superstore","Eldonw all Trading Estate, Whalebone Lane South, Dagenham Essex, RM8 1AT Asda Stores Ltd","","Elaine Iddenden - Smith","Mon 00:00-00:01^Tue 00:00-00:01^Wed 00:00-00:01^Thu00:00-00:01^Fri 00:00-00:01^Sat 00:00-00:01^Sun 00:00-00:01","Mon 23:00-05:00^Tue 23:00-05:00^Wed 23:00-05:00^Thu23:00-05:00^Fri 23:00-05:00^Sat 23:00-05:00^Sun 23:00-05:00","","","Mon 00:00-00:01^Tue 00:00-00:01^Wed 00:00-00:01^Thu00:00-00:01^Fri 00:00-00:01^Sat 00:00-00:01^Sun 00:00-00:01","","","","","","","","",""
"22294","31/07/2013","Mayfair Convienance Store","572 Rainham Road South, Dagenham, Essex Mr Mahalingham Kiritharan","","Mr Mahalingham Kiritharan","Mon 06:00-23:30^Tue 06:00-23:30^Wed 06:00-23:30^Thu06:00-23:30^Fri 06:00-23:30^Sat 06:00-23:30^Sun 06:00-23:30","","","","","","","","","","","","",""
"22420","10/07/2013","Dixy Chicken","258 Rainham Road South, Dagenham, Essex, RM10 7UU Syed Raza","","","","Mon 23:00-01:00^Tue 23:00-01:00^Wed 23:00-01:00^Thu23:00-01:00^Fri 23:00-02:00^Sat 23:00-02:00^Sun 23:00-01:00","","","","","","","","","","","",""
"22430","10/07/2013","Berat Food Centre","274-276 Lodge Avenue, Dagenham, RM8 2HF Halil Ibrahim Dondu","","Halil Ibrahim Dondu","Mon 08:00-23:00^Tue 08:00-23:00^Wed 08:00-23:00^Thu08:00-23:00^Fri 08:00-23:00^Sat 08:00-23:00^Sun 08:00-23:00","","","","Mon 05:30-23:00^Tue 05:30-23:00^Wed 05:30-23:00^Thu05:30-23:00^Fri 05:30-23:00^Sat 05:30-23:00^Sun 05:30-23:00","","","","","","","","",""
"22431","11/12/2013","Thames View  Sub Post Office","1 Farr Avenue, Barking, Essex, IG11 0NY Markandayar gow rikaran","","Markandayar Gow rikaran","Mon 06:00-23:00^Tue 06:00-23:00^Wed 06:00-23:00^Thu06:00-23:00^Fri 06:00-23:00^Sat 06:00-23:00^Sun 06:00-23:00","","","","","","","","","","","","",""
